0.000000	0.000000	12.566365	1.000000	-0.000006	1.000000	20
0.004000	0.025133	0.025137	0.999684	0.025134	1.000000	20
0.008000	0.050265	0.050268	0.998737	0.050247	1.000000	20
0.012000	0.075398	0.075399	0.997159	0.075327	1.000000	20
0.016000	0.100531	0.100530	0.994951	0.100360	1.000000	20
0.020000	0.125664	0.125661	0.992115	0.125330	1.000000	20
0.024000	0.150796	0.150792	0.988652	0.150221	1.000000	20
0.028000	0.175929	0.175934	0.984563	0.175028	1.000000	20
0.032000	0.201062	0.201065	0.979854	0.199713	1.000000	20
0.036000	0.226195	0.226196	0.974527	0.224272	1.000000	20
0.040000	0.251327	0.251327	0.968583	0.248690	1.000000	20
0.044000	0.276460	0.276458	0.962028	0.272950	1.000000	20
0.048000	0.301593	0.301589	0.954866	0.297038	1.000000	20
0.052000	0.326726	0.326720	0.947100	0.320938	1.000000	20
0.056000	0.351858	0.351863	0.938732	0.344647	1.000000	20
0.060000	0.376991	0.376994	0.929776	0.368127	1.000000	20
0.064000	0.402124	0.402125	0.920232	0.391374	1.000000	20
0.068000	0.427257	0.427256	0.910106	0.414375	1.000000	20
0.072000	0.452389	0.452387	0.899406	0.437113	1.000000	20
0.076000	0.477522	0.477517	0.888139	0.459576	1.000000	20
0.080000	0.502655	0.502660	0.876304	0.481759	1.000000	20
0.084000	0.527788	0.527791	0.863922	0.503626	1.000000	20
0.088000	0.552920	0.552922	0.850993	0.525176	1.000000	20
0.092000	0.578053	0.578053	0.837528	0.546394	1.000000	20
0.096000	0.603186	0.603184	0.823534	0.567267	1.000000	20
0.100000	0.628319	0.628315	0.809019	0.587782	1.000000	20
0.104000	0.653451	0.653446	0.793994	0.607926	1.000000	20
0.108000	0.678584	0.678589	0.778459	0.627695	1.000000	20
0.112000	0.703717	0.703720	0.762441	0.647058	1.000000	20
0.116000	0.728849	0.728851	0.745940	0.666013	1.000000	20
0.120000	0.753982	0.753982	0.728969	0.684547	1.000000	20
0.124000	0.779115	0.779112	0.711537	0.702648	1.000000	20
0.128000	0.804248	0.804243	0.693656	0.720306	1.000000	20
0.132000	0.829380	0.829386	0.675329	0.737517	1.000000	20
0.136000	0.854513	0.854517	0.656583	0.754254	1.000000	20
0.140000	0.879646	0.879648	0.637422	0.770515	1.000000	20
0.144000	0.904779	0.904779	0.617859	0.786289	1.000000	20
0.148000	0.929911	0.929910	0.597906	0.801566	1.000000	20
0.152000	0.955044	0.955041	0.577575	0.816337	1.000000	20
0.156000	0.980177	0.980172	0.556880	0.830593	1.000000	20
0.160000	1.005310	1.005315	0.535823	0.844331	1.000000	20
0.164000	1.030442	1.030446	0.514437	0.857528	1.000000	20
0.168000	1.055575	1.055577	0.492726	0.870184	1.000000	20
0.172000	1.080708	1.080707	0.470704	0.882291	1.000000	20
0.176000	1.105841	1.105838	0.448385	0.893840	1.000000	20
0.180000	1.130973	1.130969	0.425783	0.904825	1.000000	20
0.184000	1.156106	1.156100	0.402912	0.915239	1.000000	20
0.188000	1.181239	1.181243	0.379775	0.925079	1.000000	20
0.192000	1.206372	1.206374	0.356410	0.934330	1.000000	20
0.196000	1.231504	1.231505	0.332819	0.942991	1.000000	20
0.200000	1.256637	1.256636	0.309018	0.951056	1.000000	20
0.204000	1.281770	1.281767	0.285022	0.958521	1.000000	20
0.208000	1.306903	1.306898	0.260846	0.965380	1.000000	20
0.212000	1.332035	1.332041	0.236494	0.971633	1.000000	20
0.216000	1.357168	1.357172	0.212004	0.977269	1.000000	20
0.220000	1.382301	1.382302	0.187380	0.982288	1.000000	20
0.224000	1.407434	1.407433	0.162637	0.986686	1.000000	20
0.228000	1.432566	1.432564	0.137792	0.990461	1.000000	20
0.232000	1.457699	1.457695	0.112860	0.993611	1.000000	20
0.236000	1.482832	1.482826	0.087857	0.996133	1.000000	20
0.240000	1.507964	1.507969	0.062786	0.998027	1.000000	20
0.244000	1.533097	1.533100	0.037687	0.999290	1.000000	20
0.248000	1.558230	1.558231	0.012565	0.999921	1.000000	20
0.252000	1.583363	1.583362	-0.012565	0.999921	1.000000	20
0.256000	1.608495	1.608493	-0.037687	0.999290	1.000000	20
0.260000	1.633628	1.633624	-0.062786	0.998027	1.000000	20
0.264000	1.658761	1.658767	-0.087857	0.996133	1.000000	20
0.268000	1.683894	1.683897	-0.112860	0.993611	1.000000	20
0.272000	1.709026	1.709028	-0.137792	0.990461	1.000000	20
0.276000	1.734159	1.734159	-0.162637	0.986686	1.000000	20
0.280000	1.759292	1.759290	-0.187380	0.982288	1.000000	20
0.284000	1.784425	1.784421	-0.212004	0.977269	1.000000	20
0.288000	1.809557	1.809552	-0.236494	0.971633	1.000000	20
0.292000	1.834690	1.834695	-0.260846	0.965380	1.000000	20
0.296000	1.859823	1.859826	-0.285022	0.958521	1.000000	20
0.300000	1.884956	1.884957	-0.309018	0.951056	1.000000	20
0.304000	1.910088	1.910088	-0.332819	0.942991	1.000000	20
0.308000	1.935221	1.935219	-0.356410	0.934330	1.000000	20
0.312000	1.960354	1.960350	-0.379775	0.925079	1.000000	20
0.316000	1.985487	1.985492	-0.402912	0.915239	1.000000	20
0.320000	2.010619	2.010623	-0.425783	0.904825	1.000000	20
0.324000	2.035752	2.035754	-0.448385	0.893840	1.000000	20
0.328000	2.060885	2.060885	-0.470704	0.882291	1.000000	20
0.332000	2.086018	2.086016	-0.492726	0.870184	1.000000	20
0.336000	2.111150	2.111147	-0.514437	0.857528	1.000000	20
0.340000	2.136283	2.136278	-0.535823	0.844331	1.000000	20
0.344000	2.161416	2.161421	-0.556880	0.830593	1.000000	20
0.348000	2.186548	2.186552	-0.577575	0.816337	1.000000	20
0.352000	2.211681	2.211683	-0.597906	0.801566	1.000000	20
0.356000	2.236814	2.236814	-0.617859	0.786289	1.000000	20
0.360000	2.261947	2.261945	-0.637422	0.770515	1.000000	20
0.364000	2.287079	2.287075	-0.656583	0.754254	1.000000	20
0.368000	2.312212	2.312206	-0.675329	0.737517	1.000000	20
0.372000	2.337345	2.337349	-0.693656	0.720306	1.000000	20
0.376000	2.362478	2.362480	-0.711537	0.702648	1.000000	20
0.380000	2.387610	2.387611	-0.728969	0.684547	1.000000	20
0.384000	2.412743	2.412742	-0.745940	0.666013	1.000000	20
0.388000	2.437876	2.437873	-0.762441	0.647058	1.000000	20
0.392000	2.463009	2.463004	-0.778459	0.627695	1.000000	20
0.396000	2.488141	2.488147	-0.793994	0.607926	1.000000	20
0.400000	2.513274	2.513278	-0.809019	0.587782	1.000000	20
0.404000	2.538407	2.538409	-0.823534	0.567267	1.000000	20
0.408000	2.563540	2.563540	-0.837528	0.546394	1.000000	20
0.412000	2.588672	2.588670	-0.850993	0.525176	1.000000	20
0.416000	2.613805	2.613801	-0.863922	0.503626	1.000000	20
0.420000	2.638938	2.638932	-0.876304	0.481759	1.000000	20
0.424000	2.664071	2.664075	-0.888139	0.459576	1.000000	20
0.428000	2.689203	2.689206	-0.899406	0.437113	1.000000	20
0.432000	2.714336	2.714337	-0.910106	0.414375	1.000000	20
0.436000	2.739469	2.739468	-0.920232	0.391374	1.000000	20
0.440000	2.764602	2.764599	-0.929776	0.368127	1.000000	20
0.444000	2.789734	2.789730	-0.938732	0.344647	1.000000	20
0.448000	2.814867	2.814873	-0.947100	0.320938	1.000000	20
0.452000	2.840000	2.840004	-0.954866	0.297038	1.000000	20
0.456000	2.865133	2.865135	-0.962028	0.272950	1.000000	20
0.460000	2.890265	2.890265	-0.968583	0.248690	1.000000	20
0.464000	2.915398	2.915396	-0.974527	0.224272	1.000000	20
0.468000	2.940531	2.940527	-0.979854	0.199713	1.000000	20
0.472000	2.965663	2.965658	-0.984563	0.175028	1.000000	20
0.476000	2.990796	2.990801	-0.988652	0.150221	1.000000	20
